id,title,department,required_skills,experience_level,min_experience_years
913,"Tester","Developer","{React,Blender,Framer,Terraform}",Junior,1
914,"AI & ML Engineer","Infrastructure","{Docker,Node.js,Framer,TypeScript,Go}",Junior,1
915,"UI/UX Designer","Developer","{TensorFlow,Framer,Python,Tailwind CSS}",Junior,1
916,"Data Scientist","Data & AI","{Pandas,TypeScript,Figma,Python,Node.js,Affinity}",Senior,7
917,"Backend Developer","Developer","{Next.js,Node.js,Affinity,Go}",Lead,8
918,"Backend Developer","Developer","{TensorFlow,TypeScript,Docker}",Lead,8
919,"DevOps Specialist","Marketing","{Next.js,Node.js,Photoshop,TypeScript,Tailwind CSS}",Junior,0
920,"Game Developer","Data & AI","{Affinity,Docker,Data Bricks,Pandas,Sass}",Mid,2
921,"Game Developer","Product","{Node.js,Pandas,TypeScript}",Mid,3
922,"Site Reliability Engineer","Developer","{Framer,GSAP,React,Go,Docker}",Senior,7
923,"AI & ML Engineer","Developer","{Terraform,TypeScript,GSAP,Redis,Affinity}",Junior,0
924,"Full Stack Engineer","Product","{GraphQL,Next.js,React,PostgreSQL}",Lead,11
925,"Mobile Developer","Design","{Node.js,Photoshop,Kubernetes,Data Bricks}",Junior,0
926,"Site Reliability Engineer","Developer","{After Effects,TypeScript,Sass,Node.js}",Junior,1
927,"DevOps Specialist","Design","{Docker,React,After Effects,GSAP}",Senior,7
928,"AI & ML Engineer","Developer","{Kubernetes,Sass,GSAP,React}",Mid,4
929,"Frontend Engineer","Product","{TensorFlow,PostgreSQL,React,Figma,Next.js,AWS}",Junior,1
930,"Site Reliability Engineer","Infrastructure","{Python,React,GSAP,GraphQL,Vue.js,Go}",Senior,7
931,"Full Stack Engineer","Design","{Affinity,TypeScript,After Effects,PostgreSQL}",Junior,1
932,"UI/UX Designer","Design","{React,After Effects,TensorFlow}",Junior,0
933,"AI & ML Engineer","Developer","{Docker,Node.js,AWS,Blender,GraphQL,Vue.js}",Mid,4
934,"Backend Developer","Design","{Vue.js,React,Kubernetes,Photoshop}",Lead,8
935,"Backend Developer","Marketing","{Data Bricks,GraphQL,Node.js,GSAP,Vue.js,Figma}",Senior,7
936,"Mobile Developer","Infrastructure","{Blender,Vue.js,Pandas}",Junior,1
937,"Site Reliability Engineer","Infrastructure","{React,Next.js,PostgreSQL}",Mid,4
938,"DevOps Specialist","Data & AI","{PostgreSQL,AWS,Kubernetes,Sass}",Mid,3
939,"Mobile Developer","Design","{Vue.js,React,Sass,TensorFlow}",Lead,9
940,"UI/UX Designer","Infrastructure","{GSAP,TypeScript,Tailwind CSS,React,Go}",Junior,0
941,"Site Reliability Engineer","Marketing","{Terraform,GraphQL,Kubernetes,Vue.js,Go}",Junior,1
942,"UI/UX Designer","Marketing","{Photoshop,Redis,React,Vue.js,Next.js}",Mid,4
943,"Full Stack Engineer","Product","{Affinity,TypeScript,React,Python}",Mid,2
944,"Tester","Marketing","{React,Next.js,AWS,GSAP,PostgreSQL,Redis}",Mid,4
945,"DevOps Specialist","Data & AI","{Data Bricks,Affinity,Next.js,AWS,Tailwind CSS}",Lead,11
946,"Tester","Product","{Node.js,Figma,AWS,PostgreSQL}",Lead,11
947,"Frontend Engineer","Developer","{Python,After Effects,Next.js,React,GraphQL,PostgreSQL}",Senior,7
948,"UI/UX Designer","Marketing","{Data Bricks,Pandas,Python,Framer}",Lead,9
949,"Frontend Engineer","Marketing","{Python,Photoshop,Vue.js,After Effects}",Lead,9
950,"Site Reliability Engineer","Marketing","{Node.js,After Effects,GSAP}",Lead,11
951,"AI & ML Engineer","Infrastructure","{Figma,GSAP,Affinity,Vue.js,Terraform,After Effects}",Mid,2
952,"DevOps Specialist","Data & AI","{Kubernetes,Docker,Figma}",Mid,4
953,"Site Reliability Engineer","Data & AI","{Figma,GraphQL,Photoshop,Docker,Vue.js}",Senior,7
954,"Full Stack Engineer","Infrastructure","{Framer,Docker,Node.js,GSAP}",Junior,1
955,"AI & ML Engineer","Product","{React,Blender,GSAP,Python,Tailwind CSS,Pandas}",Mid,4
956,"Game Developer","Developer","{Affinity,Tailwind CSS,Docker,React,AWS}",Lead,10
957,"Game Developer","Marketing","{Next.js,Redis,Python,Data Bricks}",Mid,4
958,"DevOps Specialist","Design","{Affinity,React,Node.js}",Junior,1
959,"DevOps Specialist","Product","{GraphQL,Vue.js,React,Next.js,Kubernetes}",Mid,3
960,"UI/UX Designer","Engineering","{React,Python,Docker}",Senior,6
961,"Data Scientist","Product","{Python,GraphQL,React}",Mid,3
962,"Site Reliability Engineer","Marketing","{GraphQL,Pandas,GSAP,Affinity,Kubernetes,Vue.js}",Senior,7
963,"DevOps Specialist","Product","{Photoshop,After Effects,Blender,Framer,GraphQL,GSAP}",Mid,4
964,"Site Reliability Engineer","Data & AI","{Framer,Redis,Python,Kubernetes,Tailwind CSS}",Lead,11
965,"Site Reliability Engineer","Data & AI","{Tailwind CSS,Docker,React,TensorFlow,Blender,Sass}",Lead,11
966,"DevOps Specialist","Engineering","{Python,React,Photoshop,PostgreSQL}",Mid,2
967,"Tester","Data & AI","{Node.js,TypeScript,AWS,Redis}",Mid,2
968,"Full Stack Engineer","Marketing","{Data Bricks,Kubernetes,Blender,Python,Node.js}",Senior,5
969,"Site Reliability Engineer","Infrastructure","{TensorFlow,React,Next.js,Data Bricks}",Senior,7
970,"Frontend Engineer","Data & AI","{Sass,AWS,Pandas,Python,TensorFlow,React}",Lead,8
971,"UI/UX Designer","Design","{Python,Node.js,Figma,Terraform,Pandas,TensorFlow}",Junior,0
972,"UI/UX Designer","Marketing","{GraphQL,Python,TensorFlow}",Junior,0
973,"UI/UX Designer","Engineering","{Data Bricks,Docker,React,AWS,Kubernetes}",Mid,2
974,"Backend Developer","Data & AI","{Kubernetes,PostgreSQL,Photoshop}",Mid,3
975,"Mobile Developer","Design","{Vue.js,Blender,Kubernetes}",Mid,3
976,"Backend Developer","Product","{Figma,Redis,AWS,Pandas,Vue.js}",Mid,2
977,"Tester","Developer","{React,Python,TensorFlow,Blender}",Senior,6
978,"DevOps Specialist","Engineering","{AWS,Node.js,GSAP,Redis,TensorFlow}",Senior,7
979,"Backend Developer","Developer","{Data Bricks,Kubernetes,Pandas,Photoshop}",Junior,0
980,"Frontend Engineer","Marketing","{Sass,Affinity,TypeScript,Next.js,Vue.js,Tailwind CSS}",Lead,10
981,"Game Developer","Developer","{Next.js,Docker,Redis}",Lead,11
982,"UI/UX Designer","Data & AI","{TypeScript,Framer,Tailwind CSS}",Mid,2
983,"AI & ML Engineer","Marketing","{GSAP,Go,React,Tailwind CSS,Vue.js,TensorFlow}",Mid,4
984,"Game Developer","Engineering","{Redis,Affinity,Python}",Lead,8
985,"Frontend Engineer","Marketing","{After Effects,GSAP,Photoshop,Pandas}",Junior,0
986,"DevOps Specialist","Infrastructure","{GSAP,After Effects,Sass,Kubernetes,Python}",Senior,6
987,"Tester","Product","{Node.js,Next.js,Figma}",Senior,7
988,"Mobile Developer","Product","{Terraform,AWS,Figma,Vue.js}",Mid,2
989,"Full Stack Engineer","Infrastructure","{Tailwind CSS,React,Redis}",Junior,0
990,"Frontend Engineer","Product","{GraphQL,Framer,React}",Junior,0
991,"Game Developer","Data & AI","{Go,Vue.js,Framer,Data Bricks,GraphQL,Kubernetes}",Senior,6
992,"Mobile Developer","Data & AI","{GraphQL,Docker,Python}",Lead,8
993,"Frontend Engineer","Product","{React,Next.js,TensorFlow,Blender,Affinity,Redis}",Mid,3
994,"Full Stack Engineer","Engineering","{Framer,Vue.js,Python,Next.js,Docker}",Junior,0
995,"Full Stack Engineer","Engineering","{Pandas,GSAP,Terraform,Framer,Photoshop}",Mid,3
996,"Site Reliability Engineer","Marketing","{Kubernetes,Redis,React,Go,Pandas,After Effects}",Senior,7
997,"Tester","Data & AI","{Data Bricks,After Effects,Figma,Terraform}",Lead,10
998,"UI/UX Designer","Product","{GSAP,React,AWS,Terraform,Vue.js,After Effects}",Mid,2
999,"Data Scientist","Product","{Python,Next.js,Terraform,Framer,React,Kubernetes}",Lead,11
1000,"Frontend Engineer","Engineering","{Pandas,PostgreSQL,Python,TensorFlow,Kubernetes,TypeScript}",Junior,1
1001,"Mobile Developer","Developer","{Docker,Go,After Effects}",Mid,3
1002,"Tester","Infrastructure","{Next.js,Docker,Blender}",Junior,0
1003,"AI & ML Engineer","Product","{Node.js,GraphQL,AWS}",Senior,6
1004,"Full Stack Engineer","Developer","{Figma,Blender,React,Next.js,Vue.js}",Junior,0
1005,"Data Scientist","Developer","{React,Node.js,GraphQL,Affinity}",Lead,9
1006,"DevOps Specialist","Data & AI","{Terraform,Tailwind CSS,Photoshop,Redis,React,Figma}",Junior,0
1007,"Full Stack Engineer","Product","{Docker,PostgreSQL,Blender,Framer,Data Bricks,Redis}",Lead,11
1008,"DevOps Specialist","Data & AI","{AWS,Sass,Next.js,GSAP}",Mid,3
1009,"DevOps Specialist","Developer","{Pandas,Affinity,GraphQL,React,Terraform,Next.js}",Mid,4
1010,"Backend Developer","Design","{Photoshop,Pandas,Python,After Effects,Node.js,Kubernetes}",Senior,7
1011,"DevOps Specialist","Engineering","{Figma,Sass,TensorFlow,Framer,Redis,Python}",Lead,11
1012,"Mobile Developer","Developer","{Pandas,Next.js,Affinity,Figma,Vue.js}",Senior,6
1013,"Backend Developer","Engineering","{Docker,TypeScript,Photoshop,Pandas,Python,AWS}",Senior,7
1014,"Backend Developer","Product","{React,PostgreSQL,Tailwind CSS}",Lead,11
1015,"Tester","Engineering","{Data Bricks,TypeScript,Kubernetes,Next.js,PostgreSQL}",Junior,1
1016,"Mobile Developer","Engineering","{Node.js,Blender,Kubernetes,TypeScript}",Mid,3
1017,"AI & ML Engineer","Product","{Pandas,Vue.js,Sass}",Mid,3
1018,"Data Scientist","Design","{After Effects,Pandas,AWS,PostgreSQL,Blender}",Junior,0
1019,"Mobile Developer","Product","{GraphQL,Vue.js,Terraform,Go}",Mid,2
1020,"Backend Developer","Data & AI","{TypeScript,Go,After Effects,GraphQL,React,AWS}",Junior,0
1021,"AI & ML Engineer","Data & AI","{React,Vue.js,Next.js,Framer,Node.js,TensorFlow}",Mid,3
1022,"Mobile Developer","Developer","{TensorFlow,Vue.js,Terraform,GraphQL}",Lead,8
1023,"UI/UX Designer","Marketing","{Tailwind CSS,Kubernetes,GraphQL,Go}",Senior,7
1024,"Full Stack Engineer","Marketing","{Node.js,GSAP,Kubernetes,Figma,GraphQL,Sass}",Mid,4
1025,"AI & ML Engineer","Marketing","{Next.js,Python,Tailwind CSS,Terraform}",Mid,4
1026,"Mobile Developer","Developer","{Sass,Go,GSAP,Node.js,Docker,Blender}",Lead,11
1027,"AI & ML Engineer","Developer","{React,Sass,Photoshop}",Lead,11
1028,"Mobile Developer","Data & AI","{Redis,Node.js,Next.js}",Lead,11
1029,"Frontend Engineer","Design","{AWS,After Effects,Terraform,Next.js,Sass,GraphQL}",Senior,7
1030,"Site Reliability Engineer","Design","{Tailwind CSS,Vue.js,PostgreSQL,Framer,AWS}",Senior,7
1031,"DevOps Specialist","Design","{Pandas,Photoshop,Python,Node.js,Docker,Kubernetes}",Lead,11
1032,"Frontend Engineer","Data & AI","{Node.js,Kubernetes,Affinity,PostgreSQL,Redis,Go}",Senior,5
1033,"Mobile Developer","Infrastructure","{TensorFlow,TypeScript,Docker,Sass}",Mid,3
1034,"Backend Developer","Marketing","{Python,Figma,Affinity}",Mid,3
1035,"Mobile Developer","Engineering","{Python,Tailwind CSS,Node.js,Docker,Framer}",Junior,0
1036,"AI & ML Engineer","Engineering","{Node.js,TensorFlow,Next.js,Terraform}",Mid,2
1037,"AI & ML Engineer","Design","{AWS,Sass,GraphQL,Figma,TypeScript,After Effects}",Lead,10
1038,"Site Reliability Engineer","Design","{Vue.js,Terraform,Pandas,After Effects}",Junior,1
1039,"Tester","Product","{Redis,Next.js,Docker,Tailwind CSS,After Effects,GSAP}",Junior,1
1040,"Backend Developer","Marketing","{Tailwind CSS,Pandas,Figma,GraphQL,TensorFlow}",Junior,0
1041,"DevOps Specialist","Engineering","{Next.js,Node.js,Vue.js}",Senior,5
1042,"Data Scientist","Data & AI","{Terraform,Vue.js,React,Go,Framer}",Lead,11
1043,"Game Developer","Infrastructure","{GSAP,Blender,Docker,PostgreSQL,TypeScript}",Mid,2
1044,"Backend Developer","Engineering","{Pandas,Affinity,Node.js,Photoshop,Next.js}",Junior,1
1045,"Site Reliability Engineer","Developer","{Pandas,TensorFlow,Kubernetes}",Lead,11
1046,"Full Stack Engineer","Design","{After Effects,GraphQL,Node.js,Figma}",Junior,0
1047,"AI & ML Engineer","Infrastructure","{Terraform,Pandas,Next.js,Blender,TensorFlow}",Mid,3
1048,"Game Developer","Infrastructure","{Sass,Framer,Terraform,AWS,Vue.js,Photoshop}",Lead,8
1049,"Game Developer","Marketing","{Python,Vue.js,Figma,Data Bricks,TypeScript,PostgreSQL}",Lead,8
1050,"Game Developer","Design","{GSAP,TensorFlow,Node.js,Sass,Figma,Pandas}",Mid,4
1051,"Tester","Design","{TypeScript,Kubernetes,Redis,GSAP,Sass}",Mid,4
1052,"Game Developer","Marketing","{Python,React,Figma,Tailwind CSS}",Mid,3
1053,"DevOps Specialist","Marketing","{TensorFlow,After Effects,Redis,Photoshop,GSAP,Docker}",Senior,6
1054,"UI/UX Designer","Infrastructure","{Framer,React,Next.js,Vue.js}",Mid,4
1055,"UI/UX Designer","Infrastructure","{TensorFlow,Sass,GSAP}",Mid,2
1056,"Mobile Developer","Infrastructure","{GSAP,Pandas,React,PostgreSQL,Photoshop,Terraform}",Junior,1
1057,"UI/UX Designer","Marketing","{Photoshop,GraphQL,After Effects,Redis,PostgreSQL,Docker}",Junior,1
1058,"Tester","Design","{Framer,Blender,Affinity}",Senior,7
1059,"Game Developer","Developer","{Affinity,AWS,Pandas,Framer}",Lead,9
1060,"DevOps Specialist","Design","{PostgreSQL,TensorFlow,React,Go,Redis}",Lead,11
1061,"AI & ML Engineer","Data & AI","{React,Python,Affinity,Data Bricks}",Mid,2
1062,"Backend Developer","Data & AI","{GSAP,Go,Framer,Node.js,Tailwind CSS,Pandas}",Senior,6
1063,"Data Scientist","Marketing","{Next.js,Kubernetes,TensorFlow,React,Redis}",Mid,2
1064,"UI/UX Designer","Design","{Kubernetes,GraphQL,Go}",Senior,6
1065,"Mobile Developer","Engineering","{Node.js,Python,Kubernetes,Redis,Photoshop,Affinity}",Senior,5
1066,"Mobile Developer","Engineering","{GraphQL,Pandas,Go,Tailwind CSS,Data Bricks,Python}",Junior,1
1067,"Full Stack Engineer","Engineering","{Vue.js,Figma,Docker}",Lead,8
1068,"AI & ML Engineer","Infrastructure","{GraphQL,Kubernetes,Go,TypeScript,Redis,Blender}",Mid,4
1069,"UI/UX Designer","Design","{GraphQL,Docker,Vue.js}",Senior,5
1070,"AI & ML Engineer","Marketing","{Data Bricks,Node.js,Photoshop,Sass,Python}",Junior,1
1071,"UI/UX Designer","Marketing","{Affinity,Kubernetes,Sass,Data Bricks,AWS}",Senior,7
1072,"Full Stack Engineer","Developer","{Blender,Data Bricks,Go}",Lead,10
1073,"AI & ML Engineer","Marketing","{Next.js,Affinity,React,TypeScript}",Junior,1
1074,"Site Reliability Engineer","Data & AI","{Go,After Effects,Vue.js,React}",Mid,3
1075,"AI & ML Engineer","Marketing","{Go,Photoshop,GSAP,Kubernetes,React,Data Bricks}",Mid,2
1076,"UI/UX Designer","Infrastructure","{Affinity,Blender,GraphQL,Vue.js,After Effects}",Mid,4
1077,"AI & ML Engineer","Marketing","{Next.js,GraphQL,After Effects}",Mid,4
1078,"AI & ML Engineer","Marketing","{TensorFlow,Photoshop,Blender,PostgreSQL,AWS}",Junior,1
1079,"Tester","Developer","{GSAP,Data Bricks,Terraform,Go}",Mid,2
1080,"Data Scientist","Data & AI","{AWS,Redis,Framer,PostgreSQL}",Senior,7
1081,"Frontend Engineer","Engineering","{React,Blender,TensorFlow,Affinity,Python,Vue.js}",Junior,0
1082,"Tester","Marketing","{Figma,AWS,Blender,Terraform,After Effects}",Junior,0
1083,"Tester","Data & AI","{Python,PostgreSQL,Figma,GSAP,Vue.js}",Mid,3
1084,"Tester","Data & AI","{React,Photoshop,Redis}",Mid,3
1085,"Site Reliability Engineer","Engineering","{React,Tailwind CSS,Next.js,Go,Sass}",Junior,0
1086,"Game Developer","Data & AI","{Node.js,Figma,TensorFlow,After Effects,Terraform,GraphQL}",Mid,4
1087,"Site Reliability Engineer","Developer","{Terraform,Docker,Vue.js,Framer}",Lead,10
1088,"AI & ML Engineer","Developer","{Node.js,Python,Photoshop}",Mid,4
1089,"Site Reliability Engineer","Engineering","{TypeScript,After Effects,GraphQL,Blender,Pandas}",Lead,9
1090,"Full Stack Engineer","Engineering","{Framer,TensorFlow,Terraform,React}",Senior,7
1091,"Tester","Developer","{Python,Docker,Tailwind CSS}",Lead,8
1092,"Tester","Data & AI","{Pandas,Redis,GraphQL}",Lead,11
1093,"DevOps Specialist","Engineering","{After Effects,Vue.js,Python}",Mid,4
1094,"Site Reliability Engineer","Developer","{Tailwind CSS,GraphQL,Vue.js}",Lead,9
1095,"UI/UX Designer","Data & AI","{AWS,Python,Redis,Kubernetes,After Effects}",Mid,2
1096,"Game Developer","Infrastructure","{Pandas,Docker,PostgreSQL,React}",Senior,5
1097,"Full Stack Engineer","Data & AI","{Sass,Data Bricks,TypeScript}",Mid,2
1098,"Data Scientist","Developer","{React,Framer,Python}",Junior,1
1099,"Frontend Engineer","Product","{React,Pandas,Vue.js,Framer,GraphQL,After Effects}",Lead,10
1100,"UI/UX Designer","Infrastructure","{PostgreSQL,Node.js,Figma,Redis}",Junior,1
1101,"Frontend Engineer","Marketing","{Node.js,Blender,Docker,Tailwind CSS,Go}",Junior,1
1102,"Mobile Developer","Developer","{GraphQL,TypeScript,Go}",Lead,11
1103,"UI/UX Designer","Engineering","{Data Bricks,Figma,Terraform,AWS}",Junior,0
1104,"Frontend Engineer","Developer","{GSAP,Kubernetes,Docker}",Lead,10
1105,"Data Scientist","Data & AI","{Data Bricks,GraphQL,GSAP,Pandas,TypeScript,PostgreSQL}",Senior,7
1106,"Mobile Developer","Design","{Pandas,After Effects,Node.js,Figma}",Mid,3
1107,"Full Stack Engineer","Developer","{Kubernetes,Data Bricks,Go,Redis,Next.js}",Mid,2
1108,"Mobile Developer","Engineering","{Affinity,PostgreSQL,Docker,Python}",Mid,3
1109,"UI/UX Designer","Infrastructure","{AWS,TensorFlow,Affinity}",Senior,6
1110,"AI & ML Engineer","Design","{After Effects,GSAP,Kubernetes}",Junior,0
1111,"Data Scientist","Developer","{Python,Node.js,Data Bricks,Framer,Docker}",Mid,2
1112,"Data Scientist","Product","{React,Next.js,Figma,Go,Vue.js,Blender}",Mid,3
1113,"Full Stack Engineer","Engineering","{GraphQL,Data Bricks,Kubernetes,React}",Senior,6
1114,"AI & ML Engineer","Infrastructure","{React,Affinity,Kubernetes}",Lead,11
1115,"UI/UX Designer","Developer","{AWS,GSAP,Photoshop,Go}",Lead,10
1116,"Frontend Engineer","Developer","{TypeScript,Node.js,AWS,Redis}",Mid,3
1117,"Backend Developer","Infrastructure","{Vue.js,Python,Node.js,Affinity,Go,Blender}",Mid,2
1118,"Data Scientist","Engineering","{Node.js,Go,Vue.js,GSAP,AWS,React}",Mid,2
1119,"Site Reliability Engineer","Infrastructure","{React,After Effects,Next.js,TypeScript,Node.js}",Mid,4
1120,"Frontend Engineer","Engineering","{Next.js,After Effects,Vue.js,Affinity,Kubernetes,AWS}",Senior,7
1121,"Site Reliability Engineer","Product","{Python,Kubernetes,Data Bricks,TensorFlow}",Mid,4
1122,"Frontend Engineer","Engineering","{GraphQL,Sass,GSAP,Redis}",Mid,4
1123,"Mobile Developer","Product","{Photoshop,GraphQL,Figma}",Lead,9
1124,"Full Stack Engineer","Infrastructure","{GSAP,Tailwind CSS,Python,GraphQL}",Senior,5
1125,"Backend Developer","Design","{React,Framer,After Effects,Python,Photoshop}",Mid,4
1126,"AI & ML Engineer","Design","{Docker,Tailwind CSS,TensorFlow,After Effects,Vue.js}",Junior,1
1127,"UI/UX Designer","Data & AI","{React,Terraform,Blender,Go}",Lead,10
1128,"Site Reliability Engineer","Infrastructure","{Kubernetes,GraphQL,Node.js}",Junior,0
1129,"AI & ML Engineer","Data & AI","{PostgreSQL,React,Kubernetes,Redis,Vue.js,Affinity}",Senior,6
1130,"Site Reliability Engineer","Product","{TypeScript,Blender,GraphQL,Affinity,Terraform}",Lead,10
1131,"Tester","Engineering","{Terraform,Kubernetes,AWS,Next.js,Go,Docker}",Junior,1
1132,"Game Developer","Marketing","{Next.js,React,Figma,Node.js,Data Bricks}",Lead,9
1133,"DevOps Specialist","Engineering","{Node.js,React,After Effects,Sass,Framer,Figma}",Lead,11
1134,"Backend Developer","Infrastructure","{Vue.js,Kubernetes,Affinity,Photoshop}",Mid,3
1135,"Backend Developer","Product","{Vue.js,Sass,After Effects}",Mid,3
1136,"Frontend Engineer","Engineering","{React,PostgreSQL,Affinity}",Lead,8
1137,"UI/UX Designer","Developer","{Photoshop,Python,Node.js,PostgreSQL}",Mid,3
1138,"AI & ML Engineer","Product","{TensorFlow,Go,Sass,After Effects}",Mid,3
1139,"DevOps Specialist","Design","{Tailwind CSS,Blender,PostgreSQL,Sass,TensorFlow,Figma}",Mid,3
1140,"AI & ML Engineer","Design","{Python,Docker,TensorFlow,Terraform,React,Framer}",Junior,0
1141,"UI/UX Designer","Engineering","{GSAP,Node.js,Kubernetes,Vue.js,Redis}",Mid,4
1142,"DevOps Specialist","Engineering","{Terraform,AWS,React,Next.js}",Senior,6
1143,"Tester","Product","{Vue.js,Terraform,Next.js,Kubernetes,Photoshop,Blender}",Junior,1
1144,"Game Developer","Marketing","{Python,Blender,React,AWS,Figma,TensorFlow}",Mid,2
1145,"Backend Developer","Data & AI","{Next.js,GSAP,Framer}",Senior,5
1146,"Tester","Developer","{Data Bricks,GSAP,TypeScript,Affinity}",Lead,11
1147,"Frontend Engineer","Design","{Data Bricks,Go,GraphQL,TypeScript}",Lead,10
1148,"Site Reliability Engineer","Developer","{Pandas,React,Framer,PostgreSQL}",Mid,3
1149,"Full Stack Engineer","Data & AI","{Redis,Go,React,Python,Next.js,Node.js}",Lead,8
1150,"UI/UX Designer","Developer","{Node.js,AWS,TypeScript}",Mid,2
1151,"AI & ML Engineer","Marketing","{Sass,GraphQL,Photoshop,PostgreSQL,Data Bricks}",Mid,3
1152,"DevOps Specialist","Product","{Node.js,Next.js,After Effects,Pandas,Sass}",Mid,3
1153,"Full Stack Engineer","Data & AI","{TensorFlow,Kubernetes,TypeScript,Figma,React,Next.js}",Junior,1
1154,"UI/UX Designer","Data & AI","{React,Kubernetes,Affinity,Sass}",Lead,8
1155,"AI & ML Engineer","Data & AI","{Redis,React,PostgreSQL,Python}",Mid,3
1156,"Data Scientist","Marketing","{AWS,GSAP,React,Terraform}",Mid,2
1157,"DevOps Specialist","Product","{Node.js,Vue.js,TypeScript}",Mid,3
1158,"Data Scientist","Product","{GSAP,Docker,After Effects}",Junior,1
1159,"Tester","Infrastructure","{GraphQL,React,TypeScript}",Junior,0
1160,"Full Stack Engineer","Infrastructure","{Blender,Tailwind CSS,Go}",Lead,8
1161,"Game Developer","Developer","{Redis,TensorFlow,Framer}",Mid,2
1162,"UI/UX Designer","Engineering","{PostgreSQL,Kubernetes,Docker,Sass}",Junior,1
1163,"Mobile Developer","Data & AI","{Sass,TensorFlow,Kubernetes,Python}",Junior,1
1164,"Backend Developer","Engineering","{Blender,Tailwind CSS,Next.js,React,Kubernetes}",Mid,3
1165,"Tester","Design","{Kubernetes,Figma,Redis,Python,Vue.js,Node.js}",Senior,7
1166,"Mobile Developer","Marketing","{Redis,Python,Tailwind CSS,AWS,Vue.js,Node.js}",Junior,0
1167,"DevOps Specialist","Product","{Kubernetes,Blender,Affinity}",Junior,0
1168,"UI/UX Designer","Infrastructure","{Kubernetes,TensorFlow,Data Bricks,After Effects,Blender}",Lead,8
1169,"Full Stack Engineer","Infrastructure","{Kubernetes,TypeScript,Affinity,Tailwind CSS}",Junior,0
1170,"DevOps Specialist","Product","{Pandas,After Effects,Redis,GSAP}",Lead,10
1171,"UI/UX Designer","Infrastructure","{Figma,Next.js,Vue.js,Sass,Kubernetes,Python}",Mid,2
1172,"UI/UX Designer","Product","{React,GraphQL,Figma,Data Bricks}",Senior,5
1173,"Data Scientist","Data & AI","{React,Blender,GSAP}",Junior,1
1174,"Game Developer","Infrastructure","{React,Docker,Terraform,Tailwind CSS,Sass,Blender}",Senior,6
1175,"Site Reliability Engineer","Data & AI","{After Effects,Vue.js,AWS}",Lead,9
1176,"Mobile Developer","Developer","{Photoshop,Blender,Next.js}",Lead,11
1177,"Mobile Developer","Design","{TypeScript,Node.js,Figma,TensorFlow,Pandas}",Mid,4
1178,"Frontend Engineer","Data & AI","{GraphQL,Python,After Effects,Photoshop,Framer}",Senior,6
1179,"Game Developer","Marketing","{Docker,Kubernetes,GraphQL}",Junior,1
1180,"Tester","Infrastructure","{TypeScript,Pandas,GraphQL,Python,Kubernetes}",Senior,6
1181,"Game Developer","Engineering","{Blender,Sass,Figma,Photoshop,AWS}",Junior,1
1182,"Mobile Developer","Data & AI","{Kubernetes,PostgreSQL,Photoshop,GSAP}",Mid,2
1183,"Frontend Engineer","Infrastructure","{Kubernetes,React,TypeScript,AWS,Tailwind CSS}",Junior,0
1184,"UI/UX Designer","Design","{Kubernetes,Data Bricks,TensorFlow}",Mid,3
1185,"Tester","Engineering","{React,TypeScript,Blender,PostgreSQL}",Mid,3
1186,"Site Reliability Engineer","Engineering","{Pandas,Kubernetes,Next.js,Sass,Redis}",Lead,11
1187,"Mobile Developer","Data & AI","{TensorFlow,React,Kubernetes,AWS,Sass,Figma}",Junior,1
1188,"Site Reliability Engineer","Data & AI","{TensorFlow,Go,Data Bricks,Redis}",Senior,6
1189,"Data Scientist","Infrastructure","{Go,Kubernetes,Affinity,AWS}",Senior,6
1190,"Backend Developer","Product","{Terraform,After Effects,Node.js}",Lead,9
1191,"Full Stack Engineer","Developer","{Vue.js,Framer,React}",Junior,0
1192,"UI/UX Designer","Engineering","{Kubernetes,Photoshop,Next.js,Figma,Terraform,TensorFlow}",Mid,4
1193,"DevOps Specialist","Data & AI","{Node.js,Go,Next.js,TypeScript,Python,Photoshop}",Lead,8
1194,"Data Scientist","Data & AI","{Docker,Kubernetes,Data Bricks,Next.js,React,TypeScript}",Junior,1
1195,"Game Developer","Engineering","{Docker,Kubernetes,Redis,Next.js,Vue.js}",Senior,5
1196,"Site Reliability Engineer","Developer","{GraphQL,Go,GSAP,Node.js}",Junior,0
1197,"Tester","Marketing","{React,Next.js,Figma,Blender}",Mid,2
1198,"UI/UX Designer","Marketing","{GSAP,PostgreSQL,React,Kubernetes,Node.js,Tailwind CSS}",Lead,9
1199,"Backend Developer","Infrastructure","{Kubernetes,Sass,Vue.js,Affinity,Go}",Lead,9
1200,"Site Reliability Engineer","Design","{Terraform,React,Blender,TypeScript,Tailwind CSS,Redis}",Junior,1
1201,"Mobile Developer","Engineering","{Vue.js,Docker,TypeScript,Figma,PostgreSQL,React}",Mid,3
1202,"Frontend Engineer","Developer","{Node.js,Vue.js,Python,Tailwind CSS,After Effects}",Senior,7
1203,"AI & ML Engineer","Design","{GSAP,Framer,After Effects,Terraform}",Senior,6
1204,"Site Reliability Engineer","Data & AI","{Terraform,Docker,Figma,Framer,PostgreSQL}",Senior,5
1205,"Mobile Developer","Data & AI","{Figma,Python,Affinity,Data Bricks,Redis,React}",Mid,2
1206,"Backend Developer","Infrastructure","{Next.js,TypeScript,Photoshop,Blender,Kubernetes,Framer}",Lead,10
